handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,favorite_count_log,scaled_retweet,theme,text_sentiment,text_sentiment_score
realDonaldTrump,Thank you! #TrumpPence16 https://t.co/RHprMCsGT6,False,,2016-07-16 16:13:29,,,False,10308,36303,Thank you! #TrumpPence16 ,11.558807,-0.5889526,10.499683207019624,21.76330273542093,Engagement,positive,0.9622682332992554
HillaryClinton,"Well, ​*we’ve*​ got plenty to say about Mike Pence. Here you go: https://t.co/LGbVGvN7F7",False,,2016-07-16 15:44:07,,,False,4003,6110,"Well, ​*we’ve*​ got plenty to say about Mike Pence. Here you go: ",11.574066,-0.7876972,8.717845704894916,15.877978030599436,Engagement,neutral,0.6811404228210449
HillaryClinton,"Donald Trump's VP pick Mike Pence is anti-woman, anti-LGBTQ, anti-immigrant, but pro-cigarettes  https://t.co/sODgmxFuMA",True,nowthisnews,2016-07-16 15:35:26,,,False,2484,2674,"Donald Trump's VP pick Mike Pence is anti-woman, anti-LGBTQ, anti-immigrant, but pro-cigarettes  ",7.1318035,-1.0091436,7.891704659330107,13.543072306422005,Endorsement,negative,0.7432361245155334
HillaryClinton,"""I long for the day that Roe v. Wade is sent to the ash heap of history."" —Trump's VP pick, Mike Pence https://t.co/Vpmlob42qk",False,,2016-07-16 15:34:04,,,False,3313,4269,"""I long for the day that Roe v. Wade is sent to the ash heap of history."" —Trump's VP pick, Mike Pence ",7.321194,-0.55417025,8.35936910622267,14.90757988580215,Endorsement,negative,0.7066146731376648
HillaryClinton,Of COURSE @realDonaldTrump – a guy who calls women fat pigs &amp; bimbos – picked a VP who is famous for trying to control women’s bodies.,True,elizabethforma,2016-07-16 15:30:21,,,False,10591,19440,Of COURSE @realDonaldTrump – a guy who calls women fat pigs &amp; bimbos – picked a VP who is famous for trying to control women’s bodies.,6.0414367,5.279883,9.87513951702064,21.96067354490114,Opposition,negative,0.8748273849487305
HillaryClinton,.@realDonaldTrump and @mike_pence are a threat to all LGBTQ people have fought for. Now more than ever #ImWithHer https://t.co/45JD0aLXC6,True,ChadHGriffin,2016-07-16 15:27:08,,,False,1005,1704,.@realDonaldTrump and @mike_pence are a threat to all LGBTQ people have fought for. Now more than ever #ImWithHer ,10.236564,3.9871206,7.4413203897176174,10.01663896579312,Engagement,negative,0.8293159604072571
HillaryClinton,"Trump thinks he's ""great for women"" but this is one of the most anti-woman tickets in history. https://t.co/69r3jZajKp",True,UltraViolet,2016-07-16 15:23:30,,,False,3747,3624,"Trump thinks he's ""great for women"" but this is one of the most anti-woman tickets in history. ",11.903998,4.16636,8.195609567288775,15.532018447809627,Engagement,negative,0.8335731029510498
HillaryClinton,"FACT: Mike Pence advocated for legislation that allowed businesses to discriminate against LGBT people.
https://t.co/Amz2l9zkkY",False,,2016-07-16 15:04:07,,,False,3787,4850,"FACT: Mike Pence advocated for legislation that allowed businesses to discriminate against LGBT people.
",7.150459,1.9966319,8.486940148245216,15.587092105834957,Endorsement,neutral,0.5361953973770142
HillaryClinton,"Donald Trump:
Always divisive.
Not so decisive.
https://t.co/4EFCQjT5FW",False,,2016-07-16 13:56:36,,,False,3289,5994,"Donald Trump:
Always divisive.
Not so decisive.
",4.3652496,1.166535,8.698681067461614,14.87149483118765,Endorsement,negative,0.8446851372718811
realDonaldTrump,"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!",False,,2016-07-16 13:23:17,,,False,9319,27558,"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!",10.024501,-1.5498039,10.22408443999905,21.043748555023328,Appreciation,negative,0.9241864085197449
realDonaldTrump,"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",False,,2016-07-16 13:19:11,,,False,7147,23350,"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",5.0205398,-3.9118886,10.058395088732475,19.262290459049915,Endorsement,negative,0.942376971244812
realDonaldTrump,"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",False,,2016-07-16 13:13:56,,,False,8207,25738,"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",5.0225396,-3.933579,10.155762630356586,20.171033212736152,Endorsement,negative,0.9393243789672852
realDonaldTrump,"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done",False,,2016-07-16 13:08:43,,,False,9091,26625,"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done",12.96005,1.0298082,10.189643460991862,20.870709792801172,Engagement,negative,0.8014645576477051
realDonaldTrump,Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,False,,2016-07-16 12:29:43,,,False,4917,21882,Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,4.6519628,-4.2866435,9.99346535865436,17.0046123586337,Endorsement,positive,0.9851685762405396
realDonaldTrump,Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,False,,2016-07-16 02:12:13,,,False,5741,25294,Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,4.666062,-4.4416046,10.138362026726037,17.905887392693888,Endorsement,positive,0.9257146716117859
HillaryClinton,Hillary on the situation in #Turkey. https://t.co/WwpeKFXwX1,False,,2016-07-16 01:12:31,,,False,2603,5451,Hillary on the situation in #Turkey. ,4.8244357,-3.7966483,8.603737792816423,13.755975364330615,Endorsement,neutral,0.9016466736793518
HillaryClinton,"Trump's VP pick #MikePence: A-rated by the NRA, accepted tens of thousands in campaign donations from the gun lobby. https://t.co/QtGkWT56RN",True,MomsDemand,2016-07-15 19:27:28,,,False,3037,2975,"Trump's VP pick #MikePence: A-rated by the NRA, accepted tens of thousands in campaign donations from the gun lobby. ",4.629258,-0.55005395,7.998335395952982,14.48154608400992,Security,neutral,0.7349607348442078
HillaryClinton,Mike Pence: He’s Donald Trump with a different haircut. https://t.co/R2hYduGaym,False,,2016-07-15 17:07:12,,,False,4205,7480,Mike Pence: He’s Donald Trump with a different haircut. ,5.2130966,0.89797914,8.920121751872404,16.140686415879053,Endorsement,neutral,0.7032907605171204
HillaryClinton,"He opposes raising the minimum wage, and he really, really, really wants to privatize Social Security. https://t.co/hcE9TxdzIq",True,TheBriefing2016,2016-07-15 17:04:37,,,False,948,1037,"He opposes raising the minimum wage, and he really, really, really wants to privatize Social Security. ",2.560147,3.876932,6.945051063725834,9.82357229868104,Engagement,negative,0.9159973859786987
HillaryClinton,"Gov Pence has a long history of supporting policies attacking ppl who don’t look like him. (Anti-LGBT law, attempt to block refugee family)",True,DanMalloyCT,2016-07-15 16:57:06,,,False,1223,1869,"Gov Pence has a long history of supporting policies attacking ppl who don’t look like him. (Anti-LGBT law, attempt to block refugee family)",7.2998476,1.2378414,7.533693709848633,10.694048572641698,Endorsement,negative,0.856426477432251
HillaryClinton,"Mike Pence's battle against Planned Parenthood caused an HIV outbreak in Indiana. 

https://t.co/SNGq4JcENN",True,cameronesposito,2016-07-15 16:50:51,,,False,3896,3259,"Mike Pence's battle against Planned Parenthood caused an HIV outbreak in Indiana. 

",5.0096188,2.0750268,8.089482474360754,15.735225920625687,Endorsement,negative,0.7463286519050598
HillaryClinton,"Oh, and one time Pence wrote an op-ed titled “Smoking Doesn’t Kill.” https://t.co/5K38GlXO4Y",True,TheBriefing2016,2016-07-15 16:40:28,,,False,1706,1986,"Oh, and one time Pence wrote an op-ed titled “Smoking Doesn’t Kill.” ",3.8045866,-4.5101304,7.594381242551817,11.948856411517209,Endorsement,negative,0.5008496046066284
HillaryClinton,Mike Pence wanted to use your federal tax dollars to fund more of this:  https://t.co/j90OaFM2IS,True,GavinNewsom,2016-07-15 16:34:21,,,True,2091,2093,Mike Pence wanted to use your federal tax dollars to fund more of this:  ,4.4838943,1.1952031,7.646831391430482,12.787471465132224,Endorsement,negative,0.6220951676368713
HillaryClinton,"If you like Donald Trump, you’re going to love his choice for vice president. https://t.co/5F5jIz89HA",False,,2016-07-15 15:45:47,,,False,3009,4973,"If you like Donald Trump, you’re going to love his choice for vice president. ",5.6056814,0.46153843,8.51197962436335,14.436903800270978,Endorsement,positive,0.9033970236778259
HillaryClinton,"Get to know Trump's VP pick, Mike Pence: current governor of Indiana and potential disaster for America. https://t.co/CdqSgz4tKV",False,,2016-07-15 15:35:33,,,False,1818,2758,"Get to know Trump's VP pick, Mike Pence: current governor of Indiana and potential disaster for America. ",5.402906,0.54379636,7.922623574217286,12.204817590325913,Endorsement,negative,0.4915773868560791
HillaryClinton,"Chip in to keep Donald Trump, Mike Pence, and their extreme agenda out of the White House: https://t.co/7rBBdqe31P",False,,2016-07-15 15:26:00,,,False,788,2120,"Chip in to keep Donald Trump, Mike Pence, and their extreme agenda out of the White House: ",7.18262,-1.2969102,7.659642954564682,9.236527745897195,Endorsement,neutral,0.5899688601493835
HillaryClinton,"If you had any doubts about Trump sticking with his dangerous plan for America, say hello to his VP pick. https://t.co/xuFClfZeLi",False,,2016-07-15 15:15:13,,,False,10664,14112,"If you had any doubts about Trump sticking with his dangerous plan for America, say hello to his VP pick. ",5.855671,-0.49549505,9.554851637414007,22.011013769048777,Security,negative,0.6707872152328491
HillaryClinton,"It's official: @realDonaldTrump just chose Mike Pence as his running mate. What you need to know about him:
https://t.co/VpmloblDhS",False,,2016-07-15 15:05:25,,,False,7927,8821,"It's official: @realDonaldTrump just chose Mike Pence as his running mate. What you need to know about him:
",4.8843064,2.3201878,9.085003880664885,19.938980688176432,Endorsement,neutral,0.8473433256149292
realDonaldTrump,I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,False,,2016-07-15 14:50:55,,,False,39064,92237,I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,5.015374,4.268649,11.432127472140655,33.93065450869598,Opposition,positive,0.9702706933021545
realDonaldTrump,Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!,False,,2016-07-15 14:41:20,,,False,11058,32109,Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!,4.413513,0.37870902,10.37692278708356,22.278820540798755,Endorsement,negative,0.9387239217758179
HillaryClinton,"Thank you, Virginia and Senator @TimKaine. https://t.co/1xp7HVga0w",False,,2016-07-15 14:39:48,,,False,979,3966,"Thank you, Virginia and Senator @TimKaine. ",3.571378,1.9133227,8.28576542051433,9.929504202047006,Endorsement,positive,0.9404544234275818
realDonaldTrump,#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,False,,2016-07-15 14:31:18,,,False,10973,35987,#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,5.9597354,5.0365467,10.49094082853701,22.2215897968167,Opposition,negative,0.7492297291755676
HillaryClinton,"""Every American stands in strong solidarity with the people of France"" —Hillary on the attack in Nice https://t.co/BBGgHucSE0",False,,2016-07-15 03:39:36,,,False,5205,14260,"""Every American stands in strong solidarity with the people of France"" —Hillary on the attack in Nice ",6.003405,5.3335524,9.565283817736766,17.330333142797667,Opposition,neutral,0.6332610249519348
realDonaldTrump,"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",False,,2016-07-15 00:39:27,,,False,16126,51521,"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",5.8172383,4.7499347,10.84976417990054,25.264393975825822,Opposition,negative,0.4824609160423279
realDonaldTrump,"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",False,,2016-07-14 23:09:57,,,False,15153,47315,"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",5.041643,4.187698,10.764603783665628,24.74568846434537,Opposition,negative,0.8128751516342163
realDonaldTrump,"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",False,,2016-07-14 22:40:31,,,False,25114,56980,"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",5.59683,4.364104,10.95047315791545,29.28455506586828,Opposition,negative,0.9517034292221069
